来自山东,现在该美国为难了，要不要继续禁止外国程序呢？
来自重庆,直接對賬，殖人苦心經營的偽宣瞬間倒塌
来自江西,苦心好多年的[融化]
来自辽宁,拼多多才是王道
来自上海,多多已经有temu了，也是常年霸榜的
来自湖南,回复@番茄头总裁:temu是什么啊？
来自辽宁,原来世界人民大团结是这种感觉！[兔子]这种感觉好神奇，很美好高频的感觉！
来自江苏,这下大家可以更直观的感觉到到底谁被圈住了
来自北京,希望保持现状，这才是人类文明的进步
来自四川,哈哈，全世界零距离，一家亲[笑而不语][心]
来自广东,全国人民幸福万岁，世界人民大团结万岁
来自吉林,真的是很好的机会，增进了解，同时宣传我们的传统文化。
来自上海,反向拆墙[哈哈]
来自北京,面面交流，不让中间商赚差价
来自广东,世界人民大团结具象化初期[心]
来自宁夏,警惕骗子伪装外国账号骗中国人，骗子其实就是中国人
来自安徽,大殖子要急抽抽了[允悲]
地区,内容
来自江苏,主持人的口条也太……
来自北京,见证历史
来自河南,转发微博
来自广东,[喵喵][喵喵][喵喵][喵喵][喵喵]这才是互联网的初衷，连接世界，让世界各地的人们可以相互了解沟通。也许这次只是机缘巧合暂时开启的一道门缝，很快又会合上，但是不同国家的人民有了一次难得的直接交流的机会，挺好
来自山西,[打call]民间直接交流拉近了彼此的距离～
来自北京,转发微博
来自广西,[亲亲][亲亲]
来自云南,[打call]
来自广东,[心][心][心][心]真好
来自吉林,让我找到了互联网刚刚诞生的初期论坛的感觉。友好和谐的交流，快乐有梗的评论。好久没有这么开心的社交互动体验了。微博是撕逼掐架的氛围，活该你接不着这波里程碑式的现象级流量。
来自四川,赤旗插遍寰宇，世界终将大同！
来自湖北,#大对账时代#
来自上海,别再建墙了。开放吧。。。
来自四川,我们这边是稳了[doge][doge]
来自广西,好玩
来自新疆,不知道美国人发一条给几刀？
来自天津,转发微博
来自安徽,挺好的
来自江苏,所以这事是长久的么，长久的话我就要勤奋更新了
地区,内容
来自江苏,这样的交流多美好啊！
来自广东,看来这是一盘大棋呀！[打call]
来自江苏,所以希望管管那些乱七八糟的拳，谢谢了
来自吉林,希望这是一个好的开始
来自福建,哈哈哈哈
来自云南,发展中国家[羞嗒嗒]
来自上海,发明 gfw 的人死了没[微笑]
来自青海,墙从另一边倒了？[doge]
来自山东,交流总是好事，哪怕对着骂街，总比不交流强
来自菲律宾,其实在外面一直是全球各国都可以互相交流的[允悲]只是国内有墙 一直没办法和其他国家的网友交流
来自广东,你不会以为你以前出去发能像现在小红书这么和谐吧？看看在那抱怨对白人太好的留子[微笑]
来自上海,网络长c要开口子了吗
来自黑龙江,男的少过去吧，在评论区没完没了的牛排，真不够丢人得
来自辽宁,本来这事儿是你们马桶魅力时刻，丢人的是你们吧
来自海南,来海南[心][心][心][心][心]
来自山东,微博和小破站有tiktok难民吗[笑而不语]
来自上海,好[good][鼓掌]
来自四川,电子宠物：我这前脚刚迈进伟大的自由世界，你们后脚就去抄我的老底！[哈哈]
来自北京,特兰谱醒来天塌了
来自湖南,证明全世界的（正常）普通人，其实是有共同的意识的，是可以沟通的。
来自江苏,现在才交流的根源又是什么呢🤣
来自北京,这才是我们的地球村🌏
地区,内容
来自广东,互联网最初的样子，珍惜吧
来自重庆,现在问题是这种情况能持续多久？是美帝出手还是谁出来隔离？如果必须分开，我只想说元宵节过了来吧，这是宣传中国传统文化春节的好时间
来自内蒙古,人与人之间就怕了解和沟通[酷][ok]通过沟通互通有无增进感情[ok]这才是真正的民间交流[赞]不需要那些政客们刻意的引导也不用专家们来建议[酷]
来自陕西,好像被下架了
来自陕西,世界人民大团结万岁[doge]
来自辽宁,大家都聊的挺开心的[嘻嘻]
来自吉林,有朋自远方来，不亦乐乎
来自上海,挺好的
来自上海,自古以来，最团结班级。
来自上海,世界大同[打call]
来自重庆,寻找创造性的方式来超越语言障碍、解决文化差异并实现共存
来自湖南,[嘻嘻]不要动不动就涉及违规 不然也终究是短时间热浪
来自山东,来呀～对账呀～反正有～大把时光[doge]
来自广东,世界大同[爱你]
来自山东,这才是互联网本来的意义啊
来自四川,我们出去，但是人家能进来
来自山东,创造性的方式是啥，晒图？[doge]
来自辽宁,放开互联网注册和免签一样牛B  这是哪位高人出的招啊
来自北京,那就把墙放开，大家互相交流
来自广东,确实到时机了，现在出个国或者去个香港那么方便，就算不放开，国内各种平台不也一堆50万或者舔狗吗
来自福建,我们很强大
来自北京,我感觉为了看热闹 国内和其他国家的注册人数也在上升[允悲][允悲][允悲]
地区,内容
来自福建,大爱无疆
来自浙江,转发微博
来自湖北,可以教他们使用pdd吗[老师爱你]
来自广东,什么时候把墙拆了，那才是真自信
来自四川,赛博免签，效果更佳[偷笑][偷笑][偷笑]
来自山东,中美网友对账，不断去魅，正本清源。
来自山东,马上就要过年了，直接无障碍的交流才更能传播我们的传统节日，更好的保护我们的传统节日
来自北京,注意中文+数字的ID[求饶]16e他们来了[求饶]
来自四川,官方的态度如此，而中奸殇的反对仅仅是因为主流和官方都很支持这次民间破冰#拒绝中奸殇赚差价# 
来自浙江,多年补不上的外宣缺口这不就补上了吗[doge]老美恐怕都想不到，我封tk是为了不让你们看到真实情况，怎么你们连夜把帐都对上了[doge]
来自广东,这个主持人怎么结结巴巴的
来自云南,不喜欢白皮猪我再说一遍！
来自河南,刷到以色列人的帖子，我在评论区发小胡子高举右手的图片，我做的对吗[太开心]
来自浙江,中国人民很友好，风景这边很美好[可爱]
来自上海,帮助歪果仁多了解中国美食玩乐[哇]
来自辽宁,能够直接交流会减少很多偏见吧
来自四川,这两天如此在乎美国的我们可真是崇洋媚外啊[哈哈][哈哈][哈哈]
来自广东,他们真的很活泼可爱。
来自广西,感觉网红生态会重新洗牌，我已经连刷了几天世界人民的到来[嘻嘻]
来自上海,啊？不是吧？成国际事件了？[黑线][黑线]
地区,内容
来自山东,没想到人家翻墙进来了，这哪能行，估计很快就要给他们赶出去了[喵喵]
来自河南,抓住这波流量 欢迎这些外国人来旅游
来自河南,直接交流，没有“瞎传话”来引导，高效、快速、便捷
来自辽宁,认真表态，开放是大趋势
来自上海,不要嘚瑟，小心川普在耍阴招[允悲]
来自广东,中华人民共和国万岁，世界人民大团结万岁
来自湖北,"中国人英语都纳入考试,现在基本人人多少都会点英语，也对欧美语言文化有点了解，这优势也助涨了一波"
来自广东,包容，共享，大同。
来自天津,本来以为会打嘴仗，结果现在开始唠家常了，我看见的有咨询痛经治疗的，有求推荐护肤品的，有宝妈交流育儿经验的，有想学菜谱的，[允悲]有唱歌跳舞秀才艺的[允悲][允悲][允悲][允悲]还有一个外国大哥，一下能舞9个呼啦圈[允悲]
来自上海,自己建墙阻碍国人出去还好意思说
来自江苏,主要是外网恨国党很多，很容易被带歪
来自河北,你现在翻墙根本没人管的，只是大部分人不翻墙也不会翻。实际上国家从来没有严格阻隔自由讨论。
来自广东,世界人民大融合，世界大同[好喜欢][抱抱][赞][赞]
来自四川,世界人民大团结万岁
来自福建,那咱们什么时候可直接用用国外的社交软件？[允悲]
来自四川,逆行者[赞]人家外国人都不想玩的东西你惦记
来自福建,翻墙啊
来自湖北,[送花花]
来自辽宁,现在压力到了美帝及其走狗那边了
来自山东,我们什么时候能上推特，油管
来自四川,中美关系的未来在民间
来自山东,君子和而不同，小人同而不和
来自四川,感觉这次自发的确实很好，感受到世界人民大团结的滋味了[打call]
来自广东,主播是不是要扣钱了[馋嘴]
地区,内容
来自江苏,这个主持人说话不利索还是央妈的[允悲]
来自山东,“世界人民大团结万岁”[泪][泪][泪]
来自广东,这才是世界该有的样子！
来自广东,中国来去自由[doge]
来自江苏,虽然目前一片和谐，但是好害怕以后会出现矛盾哇[悲伤][悲伤][悲伤]
来自河南,记得交猫税[doge]
来自澳大利亚,这回境外势力真的来了，以前那些鼓吹举报境外势力的怎么都哑巴了？[太开心]
来自四川,吸引力法则。世界人民大团结。
来自山东,也算见证历史了
来自黑龙江,看到了突然“空降”来的大批美国网友，觉得差异有但不大
来自河南,我已经刷了两天了，尘封多年的字典都让我拿出来了
来自浙江,我们要从全国交流变成全世界交流了吗
来自广东,反正咱们没啥好怕的，他们只要不搞些黄赌毒乱七八糟的我们都欢迎啊～人多多热闹还能聊聊天
来自四川,各国普通网友直接交流了，那中奸殇公知？
来自山东,复旦大学中文系教授严锋怎么说？
来自浙江,老百姓不就图个安居乐业嘛
来自河北,你们要是交流好了，还怎么制造矛盾
来自北京,中美民间建交
来自辽宁,世界互联[good]
来自浙江,挺好，以前由着外媒抹黑，硬说我们集中营，在外面没声音就任由别人打扮，现在双方对齐颗粒度了，消除信息差，中间商不好糊弄了
地区,内容
来自广东,世界人民大团结万岁[泪]
来自浙江,砌墙倒计时[doge]
来自山东,了不可理解为小概率不可控突发事件[允悲]
来自上海,“中美关系基础在民间，希望在人民，未来在青年，活力在地方”[good][good][good][心]
来自北京,嘿嘿嘿，好得很！支持国家改革开放。
来自河南,过一段也让他们羡慕羡慕我们的年味。[嘻嘻]
来自辽宁,所以是谁先把墙建起来的呢？
来自北京,文化输出👏
来自河南,快给外国人发身份证吧，让他们也实名制[doge]
来自江苏,柏林墙被推到了，我们看见了彼此最真实的世界，世界大同
来自江苏,无产阶级联合起来
来自四川,公知这么多年的胡编乱造短短几天就全部戳破就
来自山东,现在还有外国人吗？我咋一个也没刷到？
来自北京,所以可以把墙撤了吗
来自内蒙古,不是骗子吗？
来自北京,转发微博
来自浙江,大对账行动
来自湖南,我这几天感觉特别魔幻 感觉我们就是一个共同体 超越了国界 感觉太棒了
来自湖南,不光我们有感动哭了的 他们也哭了
来自上海,世界人民大团结，人类命运共同体[good][鲜花]
地区,内容
来自湖北,确实很多IP地址显示🇺🇸的用户，分享他们的生活。喜欢这种交流
来自陕西,万万没想到中外社交网络互联，不是我翻墙出去，而是他们进来[并不简单]
来自黑龙江,真好啊 同住地球村
来自河北,大部分都是黑产起号的[挖鼻]
来自安徽,世界人民大团结万岁
来自吉林,画风突变
来自河南,tiktok逃不掉，小🍠就能逃的掉？[允悲][允悲]
来自广东,很快就会封，墙外的信息犹如洪水猛兽
来自广东,刚好宣传一波，反正也开放了免签，怕啥嘛，人都可以过来，还怕他们在我们的互联网平台吗？刚好可以宣传一波让他们过来旅游
来自北京,食品要加强了，尤其猫狗
来自北京,还有大妈广场舞，国外也开始跳
来自安徽,中国女性谢谢，中国男性按照惯例基本上素质不多。
来自黑龙江,天安门城楼上写的是什么？
来自安徽,世界人民大团结万岁
来自江苏,公知们吹的医疗免费，教育免费，养老免费，一个都没看到
来自广东,管管各种平台吧，不要动不动就词汇敏感了，交流不顺畅或者发个东西就被限流了大家还怎么交流呢
来自黑龙江,李华终于收到了回信
来自河南,如果没有墙，这种互动大约早就有了。
来自河北,终于能窥探到墙外世界了[二哈]
来自广东,世界人民大团结万岁
地区,内容
来自四川,有功夫复制粘贴这些不如报道一下缅甸被困人员救援情况
来自江苏,请问我怎么上国外APP，我也想交外国友人
来自广西,小红薯确实比微博好玩[笑而不语]
来自广东,这才是世界应有的模样不是吗？
来自广东,[doge]
来自浙江,同时，我们也看到有不少拼多多用户在骗老外下载拼多多[doge]我都刷到好几个老外截屏自己被骗了
来自河南,世界人民大团结万岁！！！！//@_最小透明 :世界人民大团结万岁 希望以后可以一直进行互动
来自山东,中国现在应该有这个自信，开个窗口接触世界其他国家。
来自广西,翻墙要合法了吗？违法和合法之间，意念之间？
来自福建,他怎么老卡壳
来自山西,这个人说话怎么吞吞吐吐的，分句也不讲究，听的人愣了两下
来自甘肃,[二哈]意林读者表现的国外不挺好的吗？怎么突然就下降了呢？
来自天津,有朋翻墙来，不亦乐乎[允悲][允悲]
来自山东,那么是谁不让中美民间互动呢[太开心]
来自北京,[good]
来自新疆,我们没翻出去，他们却翻进来了[允悲]
来自山东,这个事件不亚于朝鲜改革开放
来自辽宁,中美友好交流[爱你]
来自陕西,让大家看看墙到底是用来做什么的！
来自安徽,这一刻 世界大同[心]
地区,内容
来自江苏,转发微博
来自新疆,[吃瓜][吃瓜][吃瓜]大家加油，把咱们的宣传出去。让美国人看看，指着手机骂美国官员fuk，我们没有。
来自四川,洋悟运动
来自江苏,不翻墙就能看到，不知道能坚持多久[doge]
来自重庆,互联网的初衷
来自重庆,确实没有想到突然有人自己闯进来了[允悲]昨天刷到了好多高质量推送
来自河南,是的，今天居然让我刷到了美空军飞行视频，妈呀，自己是啥身份啊，居然能看到这个[允悲]
来自北京,请美国网友把中国国旗插在北美，世界上只有一个中国[哈哈]
来自上海,世界大融合
来自河南,中国是世界船只航行的灯塔！
来自湖南,主播怎么磕磕巴巴的
来自天津,弱势的一方会被YS形态输出，就像黑暗森林法则，都对自己不自信
来自河南,终于实现互联网了！
来自天津,这是好事
来自吉林,“国之交在于民相亲”[并不简单]
来自湖北,麻烦先把某些评论打开吧，[可爱]
来自浙江,感谢老美送来的流量[doge]
来自福建,内容互通？
来自广东,转发微博
来自浙江,急需一个这样的全球平台，增加交流，助力国内旅游宣传，看好发展！[good][good][good]
来自江苏,转发微博
地区,内容
来自海南,共同进步
来自陕西,世界大同
来自福建,就像过境免签外国人，欢迎他们加入线上版“中国游”[可爱]
来自上海,暂时没有经济实力没有时间身体不得行的，可以线上游玩。[太开心]
来自河南,转发微博
来自四川,下一个被封禁的就是它了[允悲]
来自广东,腾讯没抓住哦
来自吉林,马化腾：我差那点玩意儿？游戏就吃死你们[doge]
来自重庆,这样直接交流真好
来自江苏,好像是有勾罕见装成中国人在私信瞎骂挑拨离间啊 有必要向外国人科普下这类东西吧
来自江苏,众所周知，中国人民幸福指数世界第一！[打call]
来自上海,论学外语的重要性
来自广东,世界大融合[鼓掌][鼓掌]
来自浙江,转发微博
来自江苏,里面有好多牛排自助[允悲][赞][赞][赞]
来自江苏,互联网都这么多年了，接触个外国网友看把你们激动的，搞笑
来自辽宁,//@理家想驹:为啥我听哭了[心][赞][泪]华流是人类没有中断过的文明，华流是我们的根也是世界的根[给你小心心]我们从“洋务运动”到“洋悟运动”走了多少风雨路，受了多少屈辱蹂躏[泪]我们站起后，仿佛看到盛唐“尊我华夏”的时代，这一刻，我们很开心……中华人民共和国万岁，世界人民大团结万岁[赞]
来自江苏,世界人民大团结万岁
来自湖北,中国是一个包容性很强的民族[doge]
来自广东,会建墙吗？还是说已经建了
来自广东,我们的地盘，我们人多，该用华夏意识形态，进攻他们了[求饶]掀翻资本帝国主义伪冥主
来自浙江,老外没有大禹治水的故事，就不知道堵不如疏的道理
地区,内容
来自上海,大串联
来自河南,抛开政治不谈，世界上所有人民都是一样的，大家过的相同的生活，体验不同精彩的人生
来自墨西哥,是谁最开始阻止交流的呢
来自北京,舆论的高地你不占领，别人就占领[黑线]
来自辽宁,美国人用梯子了吗
来自河北,不用你翻出去，他们闯进来了，好的地方，总是会吸引更多的人
来自新疆,在这里大谈中美友好，怎么不发美日菲军事合作呢？
来自广东,世界人民大团结万岁!
来自湖北,米国估计会加强监管，类似于封禁[doge]
来自北京,转发微博
来自浙江,转发微博
来自江西,世界人民大团结万岁  希望以后可以一直进行互动[给你小心心]
来自日本,今天不恨美利坚啦[偷笑]
来自内蒙古,有幸见证了这一历史[微风]
来自山东,[哈哈][哈哈][哈哈]//@撑朵桃花走天涯 :你这，央妈都说好[好运连连]//@理家想驹 :为啥我听哭了[心][赞][泪]华流是人类没有中断过的文明，华流是我们的根也是世界的根[给你小心心]我们从“洋务运动”到“洋悟运动”走了多少风雨路，受了多少屈辱蹂躏[泪]我们站起后，仿佛看到盛唐“尊我华夏”的时代，这
来自四川,文化自信，民族自信，让世界了解到真实的中国，让世界人民感受到中国人民的善良友好
来自浙江,小红书需开发一个长按在线翻译功能
来自江苏,小红书就是小红书吧[doge]
来自山东,抓紧对账，慢了就要制裁小红书了[二哈]
来自浙江,最近喜欢逛小红书，看到了一个互相交流的平台，特别是作业[哈哈][哈哈][哈哈]
地区,内容
来自陕西,小红书也是好起来了，能跟tiktok共享流量了[doge]
来自山西,真的很好，喜欢现在的氛围。小红书走向国际啦，他妈多好的事儿啊。[打call]
来自上海,希望借着这股东风所有中国社交平台都对国外开放注册，虽然平台监管审核会很challenge[doge]#小红书中美民间互动成国际现象级事件# 
来自北京,这种互动不仅停留在社交层面，更在文化、商业等多个领域产生了深远影响。在文化方面，中美用户通过小红书分享各自的文化元素，促进了文化的交流和融合。在商业方面，这一互动也为中美两国的商业合作创造了新的机遇，推动了贸易的多元化发展。
来自重庆,这两天小红书里的全是高质量视频，以前全都鬼迷日眼的老舅娘家的婆媳矛盾引流
来自江苏,我决定小红书上开分店
来自江苏,历史选择了小红书，哈哈哈哈
来自浙江,压力给到了小红书[doge]
来自上海,小红书中天下秀，敢笑老美不丈夫！[doge][doge][doge][打call][打call][打call]
来自上海,小红书中天下秀，敢笑老美不丈夫！[doge][doge][doge]
来自广东,原来如此，我说怎么突然这么多外国人玩小红书。
来自广东,原来如此，我说这么突然这么外国人玩小红书。
来自贵州,那为什么要进国外的那些app呢？这还有什么意义吗？而且现在小红书全部是外国人已经严重影响到正常用户的使用了
来自山西,今天聊天还让一个外国友人下载了微信聊天。
来自江苏,#小红书中美民间互动成国际现象级事件# 东西方大国文化的友谊在民间#中国网友给外国民众做小红书使用教程# 
来自江苏,小红书不是要实名制注册的嘛[汗]
来自吉林,哈哈哈。现在可以天天小红书上练英语听力了。
来自辽宁,中国各省各市的旅游局快快发英文宣传片，到小红书宣一波[阴险]
来自江西,昨天晚上刷小红书，被惊到了
来自四川,小红书没有想到吧
地区,内容
来自上海,[哈哈][哈哈][哈哈]
来自江苏,转发微博
来自广东,[微笑]
来自四川,央妈，这都2025了呀
来自广东,我觉的只需要设黄赌毒的墙，其他不用设。
来自广东,现在必须增大各国之间的社交沟通才能消除误解。
来自广东,中美网友终于对上账了！！
来自广西,这才是世界人民大团结[哈哈][哈哈][哈哈]
来自重庆,马上封禁小红书绝不能让民间交流
来自广东,靠墙围起来，所谓的公知才有市场，现在小红书撕开了一个口，公知建立起来的谎言慢慢崩塌。希望这个口可以长久持续下去[打call]
来自江苏,如果要是封了小红书不得被世界人民骂死
来自福建,希望小红书不要弄国际版，不要分开，尽快弄出一键翻译功能
来自四川,小红书拉近了中美两国人民的距离，挺好的[打call]
来自福建,他们可以用小红书吗
来自陕西,这样很好，互联网就应该这样子，你看看我，我看看你～#小红书中美民间互动成国际现象级事件# 
来自江苏,小红书会被美国政府禁么？TIKTOK反而会活下来。[允悲]
来自中国香港,小红书还不加速推出直接的翻译功能吗？语言不通网友交流还是有一定的困难的
来自河北,[打call][打call]
来自河南,互联网为什么叫互联网？这不就解释了吗[doge]现在的互联网完全就是互联笼，东边西边南边北边的人只是在各自的互联笼里罢了。这次小红书现象，可以说是真正意义上的东西方老百姓面对面交流了[二哈]一条一条对账，戳破了公知的谎言[good]
来自湖北,[太阳][太阳][太阳]
地区,内容
来自上海,这才是互联网的初衷，连接世界，让世界各地的人们可以相互了解沟通。也许这次只是机缘巧合暂时开启的一道门缝，很快又会合上，但是不同国家的人民有了一次难得的直接交流的机会，挺好
来自海南,大概率不会封禁，顶多加大平台审核，这波宣传效果比免签来的更大，马上过年了，让外国人狠狠感受下年味[doge]
来自广东,要封的也不会是我国，我国现在提倡的是开放，用开放来应对美国的封锁。
来自上海,直接交流才是最好的避免误解方式。
来自山西,它就是不让你直接交流，它就是要让误解[汗]
来自河北,放心 总会有那么一撮人会破坏这种环境的 到时候只怕误解会加深
来自山西,为啥我听哭了[心][赞][泪]华流是人类没有中断过的文明，华流是我们的根也是世界的根[给你小心心]我们从“洋务运动”到“洋悟运动”走了多少风雨路，受了多少屈辱蹂躏[泪]我们站起后，仿佛看到盛唐“尊我华夏”的时代，这一刻，我们很开心……中华人民共和国万岁，世界人民大团结万岁[赞][心][泪]
来自江苏,姐妹是文科生吗，你这文案立意高度超越了央妈[嘻嘻]
来自河北,上强度了姐妹是吧[悲伤]
来自北京,世界人民大团结万岁  希望以后可以一直进行互动
来自天津,特别有意思的交流，有了翻译软件，不会英语的直接用中文评论，外国人想看就自己翻译
来自上海,20年前就可以直接互动的呀，大家都用一个平台
来自澳大利亚,刚有互联网那会的氛围也是这么好的。就是那个我是GG，你是MM吗的时代
来自安徽,那时候一个陌生网友也能聊一晚上[可爱]
来自广东,林子大了什么鸟都有，而且有些东西就是在走下坡路的
来自内蒙古,真的是外国没有我们想象的那么富，我们也没有他们想象的那个穷
来自辽宁,然后发现普通人其实都一样为生活奔波头疼，有钱人在哪都有钱[裂开][裂开]
来自浙江,他们那儿生活成本很高[允悲] 可能也就买买手机电脑这种消费品有点优势
来自四川,"希望能让其保持现状,才是人类正确交流进步"
来自广东,不知道有生之年能不能看到拆墙[doge]
来自广东,它们不会
来自北京,人类命运共同体的生动写照，为祖国自豪，我回头打算多分享一些城市美照，非遗文化，美食视频，让更多人了解中国文化。
来自湖北,天朝文化是能够真正实现人类命运共同体的。[求饶][求饶][求饶][求饶]
来自江苏,中国人的真是生活终于被人羡慕了[心][心][心][心]我们快乐，幸福，欧美人是理解不了的[心][心][心][鼓掌][鼓掌]
来自北京,感觉回到了9几年互联网刚开始的时候 那个时候也是世界大同啊[打call][打call]
来自浙江,那时候刚经历九十年代几大国耻。现在国家实力不可同日而语了
来自安徽,9几年的网上信息可杂了，乱七八糟的，没现在好。
来自北京,民间互相交流，很多以前别人抹黑我们的，他们的网民都用自己的眼睛澄清了，我们也对其他国家的真实生活有了更多的了解
来自上海,央妈支持，那么可以继续对账单了[doge]
来自云南,有人就怕你对账单[doge]
来自河北,说对了
来自河北,我们的伟人讲的世界人民大团结万岁，真是高瞻远瞩[good]
来自河北,以后中国才是灯塔
来自浙江,不需要灯塔了，因为太阳出来了
来自广东,不，我们是太阳
来自上海,敌意需要交流来化解，真心就能换取真心
来自山东,快过年了，可以借这个机会好好宣传中国春节
来自江苏,谁都无法想到，当时只是觉得太诧异太意外了～怎么也不会想到真的会有这么一天，世界各国人民可以在同一个平台上互相交流沟通，讨论自己的真实想法和心声。
来自北京,天安门城楼上那两句话的含金量还在上升
来自江苏,这就是互联网！这就是地球村[可怜]
来自四川,这，有点世界大同的味道了[赞][赞][赞]
来自河南,必将载入史册
地区,内容
来自湖北,这两天最好笑的就是看到曾经《意林》和公知们所描述的美国各种场景被国内网友们拿出来对账，然后一群美国人表示他们怎么不知道？
来自河南,“写这种东西的拿CIA的钱了吧”[doge]
